FluxView - FluxMed acquisition system
Signal file
Serial Number	:
SW version:	1.20h-OX-CO2	File version:	1.13
Sampling rate:	256 Hz
Time	Flow	Volume	Paw	Pes	Ptpulm	Pga	Ptdiaf	CO2	
934.13671880	-22.0	-29514	7.2	6.8	0.4	6.9	0.2	19.1	
934.14062500	-21.9	-29516	7.2	6.8	0.4	6.9	0.2	19.2	
934.14453130	-21.8	-29517	7.0	6.8	0.3	6.9	0.2	19.2	
934.14843750	-21.8	-29519	7.2	6.6	0.6	6.9	0.4	19.2	
934.15234380	-21.8	-29520	7.2	6.6	0.6	6.8	0.2	19.3	
934.15625000	-21.9	-29522	7.2	6.6	0.6	6.8	0.2	19.3	
934.16015630	-22.0	-29523	7.3	6.4	0.9	6.8	0.4	19.3	
934.16406250	-21.9	-29524	7.3	6.4	0.9	6.8	0.4	19.3	
934.16796880	-21.9	-29526	7.2	6.6	0.6	6.8	0.2	19.4	
934.17187500	-21.9	-29527	7.3	6.6	0.8	6.8	0.2	19.4	
934.17578130	-21.9	-29529	7.3	6.4	0.9	6.8	0.4	19.5	
934.17968750	-21.9	-29530	7.3	6.3	1.1	6.8	0.5	19.5	
934.18359380	-21.8	-29531	7.2	6.3	0.9	6.6	0.3	19.5	
934.18750000	-21.8	-29533	7.3	6.3	1.1	6.6	0.3	19.6	
934.19140630	-21.8	-29534	7.2	6.4	0.8	6.6	0.2	19.6	
934.19531250	-21.8	-29536	7.2	6.3	0.9	6.6	0.3	19.7	
934.19921880	-21.8	-29537	7.2	6.3	0.9	6.6	0.3	19.7	
934.20312500	-21.8	-29539	7.2	6.3	0.9	6.4	0.1	19.7	
934.20703130	-21.7	-29540	7.3	6.3	1.1	6.6	0.3	19.7	
934.21093750	-21.6	-29541	7.2	6.3	0.9	6.6	0.3	19.8	
934.21484380	-21.4	-29543	7.2	6.3	0.9	6.6	0.3	19.8	
934.21875000	-21.3	-29544	7.2	6.3	0.9	6.6	0.3	19.8	
934.22265630	-21.1	-29546	7.0	6.3	0.8	6.6	0.3	19.8	
934.22656250	-21.2	-29547	7.2	6.3	0.9	6.6	0.3	19.8	
934.23046880	-21.3	-29548	7.2	6.3	0.9	6.6	0.3	19.8	
934.23437500	-21.5	-29550	7.2	6.3	0.9	6.6	0.3	19.8	
934.23828130	-21.5	-29551	7.2	6.3	0.9	6.6	0.3	19.8	
934.24218750	-21.4	-29553	7.0	6.3	0.8	6.6	0.3	19.8	
934.24609380	-21.3	-29554	7.3	6.4	0.9	6.6	0.2	19.9	
934.25000000	-21.3	-29555	7.3	6.3	1.1	6.6	0.3	19.9	
934.25390630	-21.3	-29557	7.2	6.3	0.9	6.6	0.3	19.9	
934.25781250	-21.3	-29558	7.2	6.3	0.9	6.6	0.3	19.9	
934.26171880	-21.4	-29559	7.2	6.3	0.9	6.6	0.3	19.9	
934.26562500	-21.5	-29561	7.3	6.4	0.9	6.6	0.2	20.0	
934.26953130	-21.6	-29562	7.3	6.4	0.9	6.6	0.2	20.0	
934.27343750	-21.6	-29564	7.3	6.3	1.1	6.6	0.3	20.0	
934.27734380	-21.6	-29565	7.5	6.3	1.3	6.6	0.3	20.0	
934.28125000	-21.6	-29566	7.3	6.4	0.9	6.6	0.2	20.1	
934.28515630	-21.6	-29568	7.3	6.4	0.9	6.6	0.2	20.1	
934.28906250	-21.6	-29569	7.2	6.4	0.8	6.8	0.4	20.1	
934.29296880	-21.7	-29571	7.2	6.6	0.6	6.6	0.0	20.1	
934.29687500	-21.8	-29572	7.2	6.4	0.8	6.6	0.2	20.2	
934.30078130	-21.9	-29574	7.2	6.4	0.8	6.6	0.2	20.2	
934.30468750	-21.9	-29575	7.0	6.6	0.4	6.8	0.2	20.2	
934.30859380	-21.8	-29576	7.0	6.6	0.4	6.8	0.2	20.3	
934.31250000	-21.6	-29578	6.8	6.6	0.3	6.8	0.2	20.3	
934.31640630	-21.3	-29579	6.8	6.6	0.3	6.8	0.2	20.4	
934.32031250	-21.0	-29581	6.8	6.8	0.1	6.9	0.2	20.4	
934.32421880	-20.7	-29582	6.8	6.6	0.3	6.9	0.4	20.5	
934.32812500	-20.4	-29583	6.8	6.8	0.1	6.9	0.2	20.5	
934.33203130	-20.3	-29585	6.6	6.8	-0.1	6.9	0.2	20.5	
934.33593750	-20.1	-29586	6.6	6.8	-0.1	6.9	0.2	20.5	
934.33984380	-20.0	-29587	7.0	6.8	0.3	6.9	0.2	20.5	
934.34375000	-19.9	-29588	6.8	6.8	0.1	6.9	0.2	20.5	
934.34765630	-19.8	-29590	6.8	6.6	0.3	6.9	0.4	20.5	
934.35156250	-19.6	-29591	6.8	6.6	0.3	6.9	0.4	20.5	
934.35546880	-19.4	-29592	6.6	6.6	0.1	6.9	0.4	20.5	
934.35937500	-19.2	-29593	6.8	6.8	0.1	6.9	0.2	20.5	
934.36328130	-19.1	-29595	6.8	6.6	0.3	6.9	0.4	20.6	
934.36718750	-19.1	-29596	6.8	6.6	0.3	6.9	0.4	20.6	
934.37109380	-19.1	-29597	6.8	6.6	0.3	6.9	0.4	20.6	
934.37500000	-18.9	-29598	6.8	6.6	0.3	6.9	0.4	20.7	
934.37890630	-18.8	-29600	6.8	6.8	0.1	6.9	0.2	20.7	
934.38281250	-18.7	-29601	6.8	6.8	0.1	6.9	0.2	20.7	
934.38671880	-18.5	-29602	7.0	6.6	0.4	6.9	0.4	20.7	
934.39062500	-18.4	-29603	7.0	6.8	0.3	6.9	0.2	20.8	
934.39453130	-18.4	-29604	7.0	6.8	0.3	6.9	0.2	20.8	
934.39843750	-18.4	-29606	7.0	6.8	0.3	6.9	0.2	20.8	
934.40234380	-18.6	-29607	7.0	6.8	0.3	6.9	0.2	20.8	
934.40625000	-18.7	-29608	7.0	6.8	0.3	6.9	0.2	20.9	
934.41015630	-18.8	-29609	7.0	6.8	0.3	6.9	0.2	20.9	
934.41406250	-18.7	-29611	6.8	6.8	0.1	6.9	0.2	20.9	
934.41796880	-18.6	-29612	6.6	6.8	-0.1	6.9	0.2	20.9	
934.42187500	-18.6	-29613	6.8	6.8	0.1	6.9	0.2	21.0	
934.42578130	-18.6	-29614	6.6	6.8	-0.1	6.9	0.2	21.0	
934.42968750	-18.4	-29615	6.6	6.8	-0.1	6.9	0.2	21.1	
934.43359380	-18.3	-29617	6.4	6.9	-0.5	6.9	0.0	21.1	
934.43750000	-18.1	-29618	6.4	6.8	-0.3	7.1	0.3	21.1	
934.44140630	-17.9	-29619	6.6	6.8	-0.1	7.1	0.3	21.2	
934.44531250	-17.7	-29620	6.8	6.8	0.1	6.9	0.2	21.2	
934.44921880	-17.4	-29621	6.8	6.8	0.1	6.9	0.2	21.3	
934.45312500	-17.2	-29622	6.6	6.8	-0.1	6.9	0.2	21.3	
934.45703130	-16.9	-29623	6.8	6.6	0.3	6.9	0.4	21.3	
934.46093750	-16.6	-29625	6.8	6.6	0.3	6.9	0.4	21.3	
934.46484380	-16.4	-29626	6.6	6.6	0.1	6.9	0.4	21.4	
934.46875000	-16.3	-29627	6.6	6.8	-0.1	6.9	0.2	21.4	
934.47265630	-16.3	-29628	6.8	6.8	0.1	6.9	0.2	21.4	
934.47656250	-16.3	-29629	6.6	6.6	0.1	6.9	0.4	21.4	
934.48046880	-16.4	-29630	7.0	6.6	0.4	6.8	0.2	21.4	
934.48437500	-16.4	-29631	6.8	6.6	0.3	6.8	0.2	21.5	
934.48828130	-16.3	-29632	6.8	6.6	0.3	6.9	0.4	21.5	
934.49218750	-16.2	-29633	6.8	6.6	0.3	6.8	0.2	21.6	
934.49609380	-16.0	-29634	6.6	6.6	0.1	6.9	0.4	21.6	
934.50000000	-15.9	-29635	6.8	6.6	0.3	6.9	0.4	21.7	
934.50390630	-15.8	-29636	6.8	6.6	0.3	6.8	0.2	21.7	
934.50781250	-15.6	-29637	6.6	6.8	-0.1	6.9	0.2	21.8	
934.51171880	-15.6	-29638	6.8	6.6	0.3	6.9	0.4	21.8	
934.51562500	-15.6	-29639	6.8	6.6	0.3	6.9	0.4	21.8	
934.51953130	-15.6	-29640	6.8	6.8	0.1	6.9	0.2	21.8	
934.52343750	-15.5	-29641	6.8	6.6	0.3	6.8	0.2	21.8	
934.52734380	-15.4	-29642	6.8	6.8	0.1	6.9	0.2	21.8	
934.53125000	-15.3	-29643	6.6	6.6	0.1	6.9	0.4	21.9	
934.53515630	-15.1	-29644	6.8	6.8	0.1	6.9	0.2	21.9	
934.53906250	-14.9	-29645	6.8	6.8	0.1	6.9	0.2	21.9	
934.54296880	-14.8	-29646	6.8	6.6	0.3	6.9	0.4	21.9	
934.54687500	-14.6	-29647	7.0	6.8	0.3	7.1	0.3	21.9	
934.55078130	-14.6	-29648	6.8	6.8	0.1	7.1	0.3	22.0	
934.55468750	-14.6	-29649	6.8	6.8	0.1	6.9	0.2	22.0	
934.55859380	-14.7	-29650	6.8	6.8	0.1	7.1	0.3	22.1	
934.56250000	-14.8	-29651	6.8	6.9	-0.1	6.9	0.0	22.1	
934.56640630	-14.7	-29652	6.8	6.9	-0.1	7.1	0.1	22.2	
934.57031250	-14.7	-29653	6.8	6.9	-0.1	7.1	0.1	22.2	
934.57421880	-14.6	-29654	6.8	6.9	-0.1	7.1	0.1	22.3	
934.57812500	-14.6	-29655	6.8	6.9	-0.1	7.1	0.1	22.3	
934.58203130	-14.5	-29656	6.8	6.9	-0.1	7.1	0.1	22.3	
934.58593750	-14.5	-29657	6.6	6.8	-0.1	7.3	0.5	22.3	
934.58984380	-14.6	-29658	6.8	6.9	-0.1	7.3	0.3	22.3	
934.59375000	-14.6	-29658	6.8	6.9	-0.1	7.3	0.3	22.3	
934.59765630	-14.7	-29659	6.8	6.9	-0.1	7.3	0.3	22.3	
934.60156250	-14.7	-29660	6.6	6.9	-0.3	7.1	0.1	22.3	
934.60546880	-14.6	-29661	6.8	7.1	-0.3	7.3	0.2	22.3	
934.60937500	-14.4	-29662	6.8	6.9	-0.1	7.3	0.3	22.4	
934.61328130	-14.3	-29663	6.8	6.9	-0.1	7.3	0.3	22.4	
934.61718750	-14.1	-29664	6.6	7.1	-0.4	7.3	0.2	22.4	
934.62109380	-14.1	-29665	6.8	7.1	-0.3	7.3	0.2	22.4	
934.62500000	-14.1	-29666	6.6	7.1	-0.4	7.3	0.2	22.3	
934.62890630	-14.1	-29667	6.6	7.1	-0.4	7.3	0.2	22.3	
934.63281250	-14.1	-29668	6.8	7.1	-0.3	7.3	0.2	22.3	
934.63671880	-14.0	-29669	6.8	7.3	-0.4	7.4	0.2	22.3	
934.64062500	-13.8	-29670	6.6	7.1	-0.4	7.4	0.4	22.3	
934.64453130	-13.7	-29670	6.6	7.1	-0.4	7.4	0.4	22.3	
934.64843750	-13.6	-29671	6.6	7.1	-0.4	7.4	0.4	22.3	
934.65234380	-13.4	-29672	6.6	7.1	-0.4	7.4	0.4	22.3	
934.65625000	-13.4	-29673	6.6	7.3	-0.6	7.4	0.2	22.4	
934.66015630	-13.3	-29674	6.6	7.3	-0.6	7.4	0.2	22.4	
934.66406250	-13.3	-29675	6.4	7.3	-0.8	7.4	0.2	22.4	
934.66796880	-13.2	-29676	6.8	7.3	-0.4	7.6	0.4	22.4	
934.67187500	-13.2	-29677	6.6	7.3	-0.6	7.6	0.4	22.4	
934.67578130	-13.1	-29677	6.6	7.3	-0.6	7.6	0.4	22.4	
934.67968750	-13.1	-29678	6.6	7.3	-0.6	7.6	0.4	22.5	
934.68359380	-13.1	-29679	6.8	7.3	-0.4	7.4	0.2	22.5	
934.68750000	-13.0	-29680	6.6	7.3	-0.6	7.4	0.2	22.5	
934.69140630	-12.8	-29681	6.8	7.4	-0.6	7.6	0.2	22.6	
934.69531250	-12.6	-29682	6.6	7.4	-0.8	7.4	0.0	22.7	
934.69921880	-12.4	-29682	6.8	7.4	-0.6	7.6	0.2	22.8	
934.70312500	-12.4	-29683	6.8	7.3	-0.4	7.6	0.4	22.8	
934.70703130	-12.4	-29684	6.8	7.3	-0.4	7.6	0.4	22.9	
934.71093750	-12.5	-29685	7.0	7.3	-0.3	7.6	0.4	22.9	
934.71484380	-12.6	-29686	6.8	7.3	-0.4	7.6	0.4	23.0	
934.71875000	-12.9	-29687	7.0	7.3	-0.3	7.6	0.4	23.0	
934.72265630	-13.2	-29687	6.8	7.3	-0.4	7.6	0.4	23.0	
934.72656250	-13.4	-29688	6.8	7.3	-0.4	7.8	0.6	23.1	
934.73046880	-13.7	-29689	6.8	7.4	-0.6	7.6	0.2	23.1	
934.73437500	-13.9	-29690	6.4	7.4	-1.0	7.8	0.4	23.5	
934.73828130	-13.9	-29691	6.4	7.4	-1.0	7.8	0.4	23.5	
934.74218750	-14.0	-29692	6.6	7.4	-0.8	7.6	0.2	23.5	
934.74609380	-14.0	-29693	6.6	7.4	-0.8	7.8	0.4	23.5	
934.75000000	-13.9	-29694	6.6	7.4	-0.8	7.8	0.4	23.6	
934.75390630	-13.9	-29695	6.4	7.4	-1.0	7.8	0.4	23.6	
934.75781250	-13.9	-29696	6.6	7.6	-1.0	7.9	0.3	23.6	
934.76171880	-13.8	-29696	6.4	7.8	-1.4	7.8	0.0	23.6	
934.76562500	-13.6	-29697	6.6	7.8	-1.2	7.9	0.1	23.6	
934.76953130	-13.4	-29698	6.6	7.8	-1.2	8.1	0.3	23.6	
934.77343750	-13.2	-29699	6.6	7.9	-1.3	8.1	0.2	23.6	
934.77734380	-12.9	-29700	6.6	7.9	-1.3	8.3	0.4	23.6	
934.78125000	-12.8	-29701	6.8	8.1	-1.3	8.3	0.2	23.6	
934.78515630	-12.7	-29702	6.6	8.1	-1.5	8.5	0.4	23.6	
934.78906250	-12.6	-29702	6.8	8.1	-1.3	8.5	0.4	23.7	
934.79296880	-12.7	-29703	6.6	8.1	-1.5	8.5	0.4	23.7	
934.79687500	-12.8	-29704	6.8	8.3	-1.5	8.5	0.2	23.7	
934.80078130	-12.9	-29705	6.8	8.3	-1.5	8.5	0.2	23.7	
934.80468750	-12.9	-29706	6.6	8.1	-1.5	8.5	0.4	23.7	
934.80859380	-13.1	-29707	7.0	8.3	-1.3	8.5	0.2	23.7	
934.81250000	-13.1	-29707	6.8	8.1	-1.3	8.5	0.4	23.7	
934.81640630	-13.0	-29708	6.8	8.3	-1.5	8.5	0.2	23.7	
934.82031250	-12.9	-29709	7.0	8.1	-1.1	8.5	0.4	23.7	
934.82421880	-13.0	-29710	7.2	7.9	-0.8	8.5	0.6	23.8	
934.82812500	-13.1	-29711	7.0	7.9	-0.9	8.3	0.4	23.8	
934.83203130	-13.1	-29712	6.8	7.8	-1.0	8.1	0.3	23.8	
934.83593750	-13.1	-29712	6.8	7.6	-0.8	8.1	0.5	23.8	
934.83984380	-13.1	-29713	6.8	7.6	-0.8	7.9	0.3	23.9	
934.84375000	-13.2	-29714	6.6	7.6	-1.0	7.9	0.3	23.9	
934.84765630	-13.3	-29715	6.6	7.6	-1.0	7.9	0.3	23.9	
934.85156250	-13.3	-29716	6.6	7.8	-1.2	7.9	0.1	23.9	
934.85546880	-13.4	-29717	6.6	7.8	-1.2	7.9	0.1	23.9	
934.85937500	-13.4	-29718	6.4	7.8	-1.4	7.9	0.1	24.0	
934.86328130	-13.3	-29719	6.6	7.8	-1.2	8.1	0.3	24.0	
934.86718750	-13.3	-29719	6.6	7.9	-1.3	8.1	0.2	24.0	
934.87109380	-13.2	-29720	6.6	7.9	-1.3	8.1	0.2	24.0	
934.87500000	-13.1	-29721	6.4	8.1	-1.7	8.3	0.2	24.0	
934.87890630	-12.9	-29722	6.6	8.3	-1.7	8.5	0.2	24.0	
934.88281250	-12.7	-29723	6.6	8.1	-1.5	8.5	0.4	24.0	
934.88671880	-12.6	-29724	6.6	7.9	-1.3	8.5	0.6	24.0	
934.89062500	-12.4	-29724	6.6	7.9	-1.3	8.3	0.4	24.0	
934.89453130	-12.4	-29725	6.6	7.8	-1.2	8.1	0.3	24.0	
934.89843750	-12.4	-29726	6.6	7.8	-1.2	8.1	0.3	24.0	
934.90234380	-12.4	-29727	6.8	7.6	-0.8	7.9	0.3	24.0	
934.90625000	-12.4	-29728	6.6	7.6	-1.0	7.9	0.3	24.0	
934.91015630	-12.5	-29728	6.6	7.8	-1.2	7.9	0.1	24.0	
934.91406250	-12.6	-29729	6.6	7.8	-1.2	8.1	0.3	24.0	
934.91796880	-12.7	-29730	6.4	8.3	-1.9	8.3	0.0	24.0	
934.92187500	-12.8	-29731	6.4	8.3	-1.9	8.5	0.2	24.0	
934.92578130	-12.7	-29732	6.4	8.5	-2.1	8.6	0.1	24.0	
934.92968750	-12.6	-29733	6.4	8.5	-2.1	8.6	0.1	24.0	
934.93359380	-12.4	-29733	6.4	8.3	-1.9	8.6	0.3	24.1	
934.93750000	-12.3	-29734	6.4	8.1	-1.7	8.5	0.4	24.1	
934.94140630	-12.1	-29735	6.3	8.1	-1.8	8.5	0.4	24.1	
934.94531250	-12.0	-29736	6.4	7.9	-1.5	8.3	0.4	24.1	
934.94921880	-11.9	-29737	6.4	7.8	-1.4	8.1	0.3	24.1	
934.95312500	-11.9	-29737	6.6	7.3	-0.6	7.9	0.7	24.1	
934.95703130	-11.8	-29738	6.4	7.1	-0.6	7.8	0.8	24.1	
934.96093750	-11.6	-29739	6.4	7.1	-0.6	7.6	0.6	24.1	
934.96484380	-11.4	-29740	6.4	6.9	-0.5	7.4	0.5	24.2	
934.96875000	-11.1	-29740	6.6	6.9	-0.3	7.3	0.3	24.2	
934.97265630	-10.8	-29741	6.4	6.8	-0.3	7.3	0.5	24.2	
934.97656250	-10.6	-29742	6.3	6.8	-0.4	7.3	0.5	24.2	
934.98046880	-10.4	-29742	6.4	6.8	-0.3	7.1	0.3	24.2	
934.98437500	-10.1	-29743	6.6	6.8	-0.1	6.9	0.2	24.2	
934.98828130	-9.9	-29744	6.6	6.8	-0.1	6.9	0.2	24.2	
934.99218750	-9.6	-29744	6.6	6.6	0.1	6.9	0.4	24.2	
934.99609380	-9.2	-29745	6.4	6.6	-0.1	6.9	0.4	24.2	
935.00000000	-9.0	-29745	6.6	6.6	0.1	6.9	0.4	24.2	
935.00390630	-9.0	-29746	6.4	6.6	-0.1	6.9	0.4	24.1	
935.00781250	-9.2	-29747	6.6	6.6	0.1	6.9	0.4	24.1	
935.01171880	-9.3	-29747	6.6	6.4	0.3	6.8	0.4	24.1	
935.01562500	-9.5	-29748	6.4	6.4	0.1	6.8	0.4	24.1	
935.01953130	-9.6	-29748	6.4	6.4	0.1	6.8	0.4	24.1	
935.02343750	-9.8	-29749	6.6	6.3	0.4	6.8	0.5	24.2	
935.02734380	-9.9	-29750	6.4	6.3	0.2	6.6	0.3	24.2	
935.03125000	-10.1	-29750	6.4	6.3	0.2	6.6	0.3	24.2	
935.03515630	-10.2	-29751	6.4	6.3	0.2	6.6	0.3	24.2	
935.03906250	-10.2	-29752	6.4	6.1	0.4	6.6	0.5	24.2	
935.04296880	-10.1	-29752	6.6	6.1	0.6	6.4	0.3	24.2	
935.04687500	-10.0	-29753	6.4	6.1	0.4	6.4	0.3	24.3	
935.05078130	-9.9	-29754	6.6	6.1	0.6	6.4	0.3	24.3	
935.05468750	-9.8	-29754	6.6	6.1	0.6	6.4	0.3	24.4	
935.05859380	-9.8	-29755	6.6	6.1	0.6	6.3	0.2	24.4	
935.06250000	-9.7	-29756	6.6	5.7	0.9	6.3	0.6	24.5	
935.06640630	-9.6	-29756	6.4	5.9	0.6	6.3	0.4	24.5	
935.07031250	-9.6	-29757	6.4	5.9	0.6	6.3	0.4	24.6	
935.07421880	-9.5	-29757	6.4	5.9	0.6	6.1	0.2	24.6	
935.07812500	-9.4	-29758	6.6	5.7	0.9	6.1	0.4	24.7	
935.08203130	-9.4	-29759	6.4	5.7	0.8	5.9	0.2	24.6	
935.08593750	-9.6	-29759	6.6	5.7	0.9	6.1	0.4	24.6	
935.08984380	-9.7	-29760	6.4	5.7	0.8	6.1	0.4	24.6	
935.09375000	-9.9	-29761	6.4	5.7	0.8	5.9	0.2	24.6	
935.09765630	-10.0	-29761	6.4	5.7	0.8	5.9	0.2	24.6	
935.10156250	-9.9	-29762	6.4	5.7	0.8	5.9	0.2	24.6	
935.10546880	-9.8	-29763	6.4	5.5	0.9	5.9	0.4	24.6	
935.10937500	-9.5	-29763	6.6	5.7	0.9	5.9	0.2	24.6	
935.11328130	-9.3	-29764	6.4	5.7	0.8	5.9	0.2	24.6	
935.11718750	-9.1	-29764	6.6	5.7	0.9	5.9	0.2	24.6	
935.12109380	-8.8	-29765	6.6	5.7	0.9	5.9	0.2	24.7	
935.12500000	-8.6	-29765	6.6	5.7	0.9	5.9	0.2	24.7	
935.12890630	-8.6	-29766	6.6	5.7	0.9	6.1	0.4	24.7	
935.13281250	-8.6	-29767	6.6	5.7	0.9	6.1	0.4	24.7	
935.13671880	-8.6	-29767	6.4	5.7	0.8	6.1	0.4	24.7	
935.14062500	-8.7	-29768	6.6	5.7	0.9	6.1	0.4	24.8	
935.14453130	-8.8	-29768	6.8	5.9	0.9	6.1	0.2	24.8	
935.14843750	-9.0	-29769	6.6	5.7	0.9	6.1	0.4	24.9	
935.15234380	-9.3	-29769	6.4	6.1	0.4	6.1	0.0	24.9	
935.15625000	-9.4	-29770	6.4	5.9	0.6	6.3	0.4	25.0	
935.16015630	-9.6	-29771	6.6	5.9	0.8	6.3	0.4	25.0	
935.16406250	-9.6	-29771	6.6	5.9	0.8	6.1	0.2	25.1	
935.16796880	-9.7	-29772	6.6	5.9	0.8	6.1	0.2	25.1	
935.17187500	-9.8	-29773	6.4	6.1	0.4	6.1	0.0	25.1	
935.17578130	-10.0	-29773	6.6	5.9	0.8	6.3	0.4	25.1	
935.17968750	-10.2	-29774	6.6	5.9	0.8	6.3	0.4	25.2	
935.18359380	-10.4	-29775	6.6	5.9	0.8	6.1	0.2	25.2	
935.18750000	-10.6	-29775	6.6	5.9	0.8	6.3	0.4	25.2	
935.19140630	-10.6	-29776	6.6	6.1	0.6	6.3	0.2	25.2	
935.19531250	-10.6	-29777	6.4	5.9	0.6	6.3	0.4	25.2	
935.19921880	-10.4	-29777	6.4	5.9	0.6	6.3	0.4	25.2	
935.20312500	-10.2	-29778	6.3	5.9	0.4	6.1	0.2	25.2	
935.20703130	-10.1	-29779	6.4	5.7	0.8	6.1	0.4	25.2	
935.21093750	-9.9	-29779	6.4	5.9	0.6	6.3	0.4	25.2	
935.21484380	-9.9	-29780	6.3	5.9	0.4	6.1	0.2	25.3	
935.21875000	-10.1	-29781	6.4	5.9	0.6	6.1	0.2	25.3	
935.22265630	-10.3	-29781	6.6	5.7	0.9	6.1	0.4	25.3	
935.22656250	-10.5	-29782	6.4	5.9	0.6	6.3	0.4	25.3	
935.23046880	-10.6	-29783	6.4	5.9	0.6	6.3	0.4	25.3	
935.23437500	-10.5	-29783	6.3	6.1	0.3	6.3	0.2	25.3	
935.23828130	-10.3	-29784	6.3	5.9	0.4	6.3	0.4	25.3	
935.24218750	-9.9	-29785	6.4	6.1	0.4	6.3	0.2	25.3	
935.24609380	-9.7	-29785	6.4	5.9	0.6	6.3	0.4	25.3	
935.25000000	-9.4	-29786	6.4	6.1	0.4	6.3	0.2	25.3	
935.25390630	-9.2	-29787	6.4	6.1	0.4	6.3	0.2	25.3	
935.25781250	-9.0	-29787	6.3	6.1	0.3	6.4	0.3	25.3	
935.26171880	-8.9	-29788	6.4	6.1	0.4	6.4	0.3	25.3	
935.26562500	-8.8	-29788	6.4	6.1	0.4	6.4	0.3	25.3	
935.26953130	-8.6	-29789	6.3	6.1	0.3	6.4	0.3	25.2	
935.27343750	-8.4	-29789	6.3	6.1	0.3	6.4	0.3	25.2	
935.27734380	-8.3	-29790	6.3	6.3	0.1	6.4	0.1	25.2	
935.28125000	-8.3	-29790	6.3	6.1	0.3	6.4	0.3	25.2	
935.28515630	-8.2	-29791	6.3	6.1	0.3	6.4	0.3	25.2	
935.28906250	-8.2	-29791	6.3	6.3	0.1	6.4	0.1	25.2	
935.29296880	-8.1	-29792	6.3	6.1	0.3	6.4	0.3	25.2	
935.29687500	-8.0	-29793	6.4	6.3	0.2	6.4	0.1	25.2	
935.30078130	-7.9	-29793	6.3	6.3	0.1	6.6	0.3	25.2	
935.30468750	-7.6	-29794	6.4	6.3	0.2	6.6	0.3	25.3	
935.30859380	-7.4	-29794	6.3	6.3	0.1	6.6	0.3	25.3	
935.31250000	-7.3	-29795	6.3	6.3	0.1	6.6	0.3	25.4	
935.31640630	-7.3	-29795	6.4	6.4	0.1	6.6	0.2	25.4	
935.32031250	-7.2	-29795	6.4	6.3	0.2	6.6	0.3	25.4	
935.32421880	-7.2	-29796	6.4	6.3	0.2	6.6	0.3	25.4	
935.32812500	-7.3	-29796	6.4	6.3	0.2	6.8	0.5	25.4	
935.33203130	-7.3	-29797	6.4	6.3	0.2	6.4	0.1	25.4	
935.33593750	-7.3	-29797	6.3	6.3	0.1	6.6	0.3	25.4	
935.33984380	-7.3	-29798	6.4	6.3	0.2	6.6	0.3	25.5	
935.34375000	-7.3	-29798	6.4	6.1	0.4	6.6	0.5	25.5	
935.34765630	-7.2	-29799	6.4	6.3	0.2	6.6	0.3	25.5	
935.35156250	-7.2	-29799	6.4	6.3	0.2	6.4	0.1	25.5	
935.35546880	-7.1	-29800	6.1	6.3	-0.1	6.4	0.1	25.5	
935.35937500	-7.1	-29800	6.1	6.3	-0.1	6.6	0.3	25.5	
935.36328130	-7.1	-29801	6.1	6.3	-0.1	6.6	0.3	25.5	
935.36718750	-7.1	-29801	6.4	6.3	0.2	6.6	0.3	25.5	
935.37109380	-7.1	-29802	6.4	6.3	0.2	6.4	0.1	25.5	
935.37500000	-7.0	-29802	6.4	6.3	0.2	6.6	0.3	25.6	
935.37890630	-6.9	-29802	6.3	6.3	0.1	6.6	0.3	25.6	
935.38281250	-6.8	-29803	6.3	6.3	0.1	6.4	0.1	25.6	
935.38671880	-6.6	-29803	6.1	6.3	-0.1	6.4	0.1	25.6	
935.39062500	-6.6	-29804	6.4	6.3	0.2	6.4	0.1	25.6	
935.39453130	-6.5	-29804	6.4	6.1	0.4	6.4	0.3	25.6	
935.39843750	-6.4	-29805	6.3	6.4	-0.1	6.6	0.2	25.6	
935.40234380	-6.3	-29805	6.1	6.3	-0.1	6.4	0.1	25.6	
935.40625000	-6.0	-29805	6.3	6.4	-0.1	6.6	0.2	25.6	
935.41015630	-5.8	-29806	6.4	6.3	0.2	6.6	0.3	25.6	
935.41406250	-5.6	-29806	6.4	6.4	0.1	6.6	0.2	25.5	
935.41796880	-5.5	-29806	6.4	6.3	0.2	6.6	0.3	25.5	
935.42187500	-5.4	-29807	6.3	6.4	-0.1	6.6	0.2	25.5	
935.42578130	-5.1	-29807	6.6	6.4	0.3	6.6	0.2	25.6	
935.42968750	-4.8	-29807	6.4	6.3	0.2	6.6	0.3	25.6	
935.43359380	-4.4	-29808	6.4	6.3	0.2	6.6	0.3	25.6	
935.43750000	-4.3	-29808	6.4	6.1	0.4	6.6	0.5	25.6	
935.44140630	-4.6	-29808	6.6	6.3	0.4	6.6	0.3	25.6	
935.44531250	-5.0	-29809	6.4	6.4	0.1	6.4	0.0	25.6	
935.44921880	-5.5	-29809	6.4	6.4	0.1	6.6	0.2	25.6	
935.45312500	-6.0	-29809	6.4	6.3	0.2	6.6	0.3	25.6	
935.45703130	-6.5	-29810	6.6	6.4	0.3	6.6	0.2	25.6	
935.46093750	-7.0	-29810	6.3	6.3	0.1	6.8	0.5	25.6	
935.46484380	-7.4	-29811	6.4	6.4	0.1	6.6	0.2	25.6	
935.46875000	-7.6	-29811	6.4	6.4	0.1	6.8	0.4	25.6	
935.47265630	-7.4	-29812	6.3	6.6	-0.3	6.8	0.2	25.5	
